student_id,course_id,minutes_watched,date_watched
269757,2,40.48,4/8/2022
267286,2,19,4/8/2022
269099,2,4.92,4/8/2022
268390,2,0.62,4/8/2022
270150,2,0.62,4/8/2022
269646,2,39.57,4/9/2022
269757,2,9.52,4/9/2022
268390,2,110.7,4/9/2022
270284,2,0.1,4/10/2022
269646,2,4.28,4/10/2022
270382,2,2.42,4/10/2022
269646,2,13.15,4/11/2022
266112,2,6.58,4/11/2022
270018,2,0.92,4/11/2022
270563,2,8.4,4/12/2022
268805,2,20.33,4/12/2022
265003,2,59.6,4/12/2022
269646,2,52.95,4/13/2022
264974,2,1.13,4/13/2022
265003,2,85,4/13/2022
270676,2,0.08,4/13/2022
268805,2,14.3,4/13/2022
261782,2,19.98,4/13/2022
270521,2,46.77,4/13/2022
269646,2,2.58,4/14/2022
270018,2,26.48,4/14/2022
269314,2,93.23,4/15/2022
270944,2,0.33,4/16/2022
270991,2,0.27,4/16/2022
270018,2,27.42,4/16/2022
271005,2,42.98,4/16/2022
270018,2,7.3,4/17/2022
270018,2,9.85,4/18/2022
260608,2,4.6,4/18/2022
260042,2,19.05,4/18/2022
270648,2,45.73,4/19/2022
260042,2,42.58,4/19/2022
260608,2,34.27,4/19/2022
271300,2,34.7,4/19/2022
264146,2,55.47,4/19/2022
260608,2,31.9,4/20/2022
270018,2,12.05,4/20/2022
269314,2,1.47,4/20/2022
264146,2,49.42,4/20/2022
271203,2,28.1,4/21/2022
265927,2,27.07,4/21/2022
259504,2,0.23,4/21/2022
271456,2,0.55,4/21/2022
268152,2,45.67,4/22/2022
271203,2,3.37,4/22/2022
263368,2,48.38,4/22/2022
271598,2,24.85,4/22/2022
266112,2,53.03,4/22/2022
259504,2,26.32,4/23/2022
260042,2,59.78,4/23/2022
271670,2,1.8,4/23/2022
263368,2,62.35,4/23/2022
263368,2,13.65,4/24/2022
271780,2,1.53,4/24/2022
268152,2,0.95,4/25/2022
271598,2,0.93,4/25/2022
263368,2,27.67,4/26/2022
270014,2,76.9,4/27/2022
266112,2,14.7,4/27/2022
266112,2,18.98,4/28/2022
262044,2,0.58,4/28/2022
259767,2,2.28,4/29/2022
268152,2,2.05,4/30/2022
272232,2,18.7,4/30/2022
268152,2,33.07,5/1/2022
272586,2,21.3,5/2/2022
261801,2,54.97,5/2/2022
263683,2,0.53,5/2/2022
270486,2,36.4,5/2/2022
270486,2,42.97,5/3/2022
261801,2,89.07,5/3/2022
269832,2,0.05,5/3/2022
272586,2,9.68,5/3/2022
270014,2,3.27,5/3/2022
272742,2,25.93,5/3/2022
270486,2,15.7,5/4/2022
261801,2,28.15,5/4/2022
261593,2,18.83,5/4/2022
263683,2,26.98,5/4/2022
270710,2,15.1,5/4/2022
272732,2,31.2,5/4/2022
270486,2,13.87,5/5/2022
261801,2,42.02,5/5/2022
266112,2,45.8,5/5/2022
268152,2,9.25,5/5/2022
261593,2,22.5,5/5/2022
269314,2,79.7,5/5/2022
269314,2,90.4,5/6/2022
272981,2,0.48,5/6/2022
261801,2,8.43,5/6/2022
261801,2,114.87,5/7/2022
262821,2,41.52,5/7/2022
268805,2,39.6,5/7/2022
262641,2,28.47,5/8/2022
273140,2,7.27,5/8/2022
273211,2,11.55,5/8/2022
263706,2,48.35,5/8/2022
273232,2,0.25,5/8/2022
273140,2,49.97,5/9/2022
268152,2,30.32,5/9/2022
263706,2,1.85,5/9/2022
266447,2,28.52,5/9/2022
261593,2,4.75,5/9/2022
273351,2,18.38,5/10/2022
264476,2,4.07,5/10/2022
261593,2,21.67,5/10/2022
273509,2,0.65,5/11/2022
264476,2,0.2,5/11/2022
261593,2,15.23,5/11/2022
263706,2,1.93,5/11/2022
270014,2,38.02,5/11/2022
263683,2,12.32,5/11/2022
268825,2,10.53,5/12/2022
271348,2,55.6,5/12/2022
271348,2,11.57,5/13/2022
273794,2,0.07,5/13/2022
273979,2,4.73,5/15/2022
273953,2,0.8,5/15/2022
262641,2,28.98,5/16/2022
272909,2,7.03,5/16/2022
262641,2,21.43,5/17/2022
271348,2,35.3,5/17/2022
261593,2,21,5/17/2022
272909,2,24.62,5/18/2022
271348,2,6.47,5/18/2022
267936,2,70.7,5/18/2022
269204,2,24.03,5/18/2022
274365,2,5.88,5/18/2022
273955,2,1.62,5/18/2022
267936,2,44.23,5/19/2022
269204,2,29.37,5/19/2022
265928,2,50.58,5/19/2022
272472,2,57.52,5/19/2022
258913,2,4.95,5/19/2022
274272,2,27.03,5/19/2022
273825,2,2.68,5/19/2022
272909,2,19.7,5/19/2022
274272,2,15.42,5/20/2022
272909,2,6.65,5/20/2022
259767,2,75.5,5/20/2022
267936,2,46.33,5/20/2022
272472,2,43.32,5/20/2022
270931,2,1.82,5/20/2022
259767,2,68.12,5/21/2022
274611,2,2.2,5/21/2022
274070,2,0.25,5/21/2022
272909,2,62.9,5/22/2022
274742,2,32.37,5/22/2022
274564,2,13.7,5/22/2022
274377,2,0.2,5/22/2022
274777,2,0.5,5/23/2022
268152,2,30.35,5/23/2022
274799,2,4.58,5/23/2022
270117,2,63.27,5/23/2022
269204,2,26.47,5/23/2022
274742,2,18.68,5/23/2022
274834,2,0.22,5/23/2022
271701,2,0.17,5/23/2022
274130,2,19.38,5/23/2022
274739,2,0.95,5/24/2022
269204,2,19.8,5/24/2022
274938,2,20.55,5/24/2022
272909,2,0.78,5/25/2022
269204,2,16.08,5/25/2022
275021,2,75.8,5/25/2022
274130,2,0.98,5/25/2022
275021,2,33.77,5/26/2022
270197,2,0.78,5/26/2022
269769,2,0.48,5/26/2022
272842,2,132.73,5/27/2022
266447,2,5.88,5/27/2022
265928,2,41.55,5/28/2022
263087,2,0.57,5/28/2022
274096,2,1.23,5/29/2022
275141,2,0.05,5/29/2022
259860,2,56.08,5/30/2022
262641,2,5.02,5/30/2022
270689,2,0.38,5/31/2022
274272,2,25.37,6/1/2022
274904,2,4.13,6/1/2022
258818,2,0.23,6/1/2022
275738,2,39.3,6/1/2022
264141,2,1.93,6/1/2022
265588,2,0.55,6/2/2022
274611,2,0.05,6/2/2022
275147,2,3.78,6/2/2022
269314,2,0.18,6/2/2022
276135,2,0.55,6/2/2022
276158,2,7.17,6/2/2022
262641,2,30.77,6/2/2022
274272,2,12.03,6/3/2022
265588,2,32.1,6/3/2022
276306,2,2.68,6/3/2022
258818,2,11.95,6/3/2022
276346,2,24.53,6/3/2022
276231,2,16.22,6/4/2022
258818,2,0.37,6/4/2022
265588,2,50.47,6/4/2022
275038,2,92.12,6/5/2022
268011,2,61.9,6/5/2022
259860,2,94.33,6/6/2022
274272,2,17.17,6/7/2022
274377,2,0.35,6/7/2022
268410,2,10.27,6/7/2022
276929,2,6.3,6/8/2022
276909,2,9.88,6/8/2022
268410,2,14.45,6/8/2022
276135,2,6.55,6/8/2022
259870,2,38.07,6/8/2022
266795,2,3.12,6/8/2022
276135,2,20.6,6/9/2022
276355,2,1.27,6/9/2022
268011,2,32.78,6/9/2022
265966,2,6.72,6/9/2022
277225,2,0.05,6/9/2022
265966,2,3.82,6/10/2022
275282,2,71.45,6/10/2022
260173,2,6.53,6/10/2022
276909,2,0.27,6/10/2022
276676,2,5.63,6/10/2022
268011,2,48,6/11/2022
276135,2,57.73,6/11/2022
277433,2,0.35,6/11/2022
277411,2,40.55,6/11/2022
268926,2,9.57,6/12/2022
271856,2,0.55,6/12/2022
268011,2,13.42,6/12/2022
276135,2,58.53,6/12/2022
265966,2,35.95,6/12/2022
268410,2,1.52,6/12/2022
268926,2,67.15,6/13/2022
274564,2,73.43,6/13/2022
272717,2,9.8,6/13/2022
260173,2,18.8,6/13/2022
272865,2,28.87,6/13/2022
271670,2,0.37,6/13/2022
268926,2,32.73,6/14/2022
271670,2,0.3,6/14/2022
277698,2,26.82,6/14/2022
265966,2,56.32,6/14/2022
274564,2,109.92,6/14/2022
260173,2,30.27,6/14/2022
272255,2,11.17,6/14/2022
274938,2,27.7,6/14/2022
273936,2,4.7,6/14/2022
276676,2,0.05,6/15/2022
272255,2,30.17,6/15/2022
277281,2,0.62,6/15/2022
277827,2,30.68,6/15/2022
274039,2,35.03,6/15/2022
260373,2,0.35,6/15/2022
274039,2,61.83,6/16/2022
272865,2,2.43,6/16/2022
260173,2,32.63,6/17/2022
269874,2,0.95,6/17/2022
272865,2,13.9,6/17/2022
261756,2,1.48,6/17/2022
276829,2,26.25,6/17/2022
262414,2,0.38,6/18/2022
269874,2,0.05,6/18/2022
278661,2,0.8,6/20/2022
278670,2,0.23,6/20/2022
269874,2,0.92,6/20/2022
269874,2,44.77,6/21/2022
278743,2,28.37,6/21/2022
277864,2,0.67,6/21/2022
272586,2,0.5,6/21/2022
261593,2,19.52,6/21/2022
262784,2,0.45,6/21/2022
272865,2,29.5,6/21/2022
278836,2,0.07,6/21/2022
268357,2,16.3,6/22/2022
269874,2,61.92,6/22/2022
273936,2,0.1,6/22/2022
274448,2,43.38,6/22/2022
278898,2,7.15,6/22/2022
272865,2,4.88,6/22/2022
278969,2,0.35,6/23/2022
261716,2,25.88,6/23/2022
269874,2,2.77,6/23/2022
260173,2,5.75,6/23/2022
277066,2,12.92,6/23/2022
279036,2,2.03,6/23/2022
272865,2,29.73,6/24/2022
263087,2,23.75,6/24/2022
275038,2,0.18,6/24/2022
273936,2,2.7,6/24/2022
275038,2,31.02,6/25/2022
277557,2,41.2,6/25/2022
272586,2,19.1,6/25/2022
269874,2,1.25,6/25/2022
263087,2,31.45,6/25/2022
262643,2,4.13,6/25/2022
263087,2,10.78,6/26/2022
269874,2,8.28,6/26/2022
269518,2,55.53,6/26/2022
278662,2,34.98,6/26/2022
261239,2,10.53,6/26/2022
279362,2,0.43,6/26/2022
269874,2,56.08,6/27/2022
279392,2,0.72,6/27/2022
260173,2,34.45,6/27/2022
269518,2,5.67,6/27/2022
272586,2,5,6/27/2022
262414,2,12.43,6/27/2022
271856,2,81.58,6/27/2022
262643,2,24.6,6/27/2022
272865,2,65.85,6/28/2022
272058,2,110.67,6/28/2022
278940,2,17.03,6/28/2022
279519,2,3.72,6/28/2022
261239,2,32.45,6/28/2022
260173,2,63.75,6/28/2022
269874,2,4.18,6/28/2022
272586,2,7.55,6/28/2022
275050,2,15.18,6/28/2022
274814,2,32.17,6/29/2022
262414,2,13.75,6/29/2022
270075,2,26.67,6/30/2022
272586,2,12.45,6/30/2022
263087,2,9.45,6/30/2022
260173,2,51.62,6/30/2022
272058,2,13.98,6/30/2022
279926,2,42.1,7/1/2022
272058,2,41.58,7/1/2022
277066,2,0.72,7/1/2022
270075,2,34.78,7/1/2022
279937,2,0.55,7/1/2022
270075,2,45.8,7/2/2022
272058,2,122.15,7/2/2022
280114,2,132.63,7/2/2022
269518,2,4.57,7/3/2022
272586,2,17.6,7/3/2022
272058,2,4.12,7/3/2022
270075,2,38.12,7/3/2022
280197,2,1.72,7/3/2022
280198,2,0.83,7/3/2022
263087,2,3.93,7/4/2022
280358,2,15.37,7/5/2022
258913,2,3.4,7/5/2022
258913,2,52.42,7/6/2022
263087,2,27.1,7/6/2022
258913,2,12.62,7/7/2022
274814,2,10.68,7/7/2022
278641,2,4.43,7/7/2022
275050,2,34.75,7/7/2022
274814,2,91.3,7/8/2022
272586,2,34.62,7/9/2022
280867,2,0.3,7/9/2022
280851,2,38.63,7/9/2022
279862,2,23.68,7/9/2022
274906,2,0.62,7/9/2022
274814,2,19.3,7/9/2022
263913,2,6.72,7/9/2022
280939,2,2.08,7/9/2022
280963,2,8.9,7/10/2022
280993,2,0.48,7/10/2022
272991,2,38.42,7/10/2022
280114,2,0.82,7/10/2022
275050,2,20.52,7/10/2022
262459,2,54.53,7/11/2022
272991,2,29.92,7/11/2022
281114,2,13.18,7/11/2022
280134,2,69.37,7/12/2022
269421,2,5.6,7/12/2022
262459,2,55.07,7/12/2022
275470,2,4.37,7/12/2022
262459,2,19.87,7/13/2022
275470,2,36.12,7/13/2022
281297,2,0.53,7/13/2022
263683,2,50.12,7/13/2022
272717,2,0.18,7/13/2022
281438,2,1.43,7/13/2022
275470,2,44.6,7/14/2022
274906,2,55.42,7/14/2022
272717,2,71.97,7/14/2022
275470,2,5.62,7/15/2022
263683,2,41.48,7/15/2022
274906,2,78.87,7/15/2022
275050,2,25.05,7/15/2022
270738,2,6.33,7/16/2022
281713,2,0.65,7/16/2022
269314,2,0.53,7/16/2022
281813,2,0.53,7/17/2022
281759,2,16.58,7/17/2022
272991,2,1.75,7/17/2022
281860,2,8.2,7/17/2022
281819,2,0.2,7/17/2022
275050,2,11.75,7/17/2022
281913,2,36.6,7/18/2022
281947,2,47.8,7/18/2022
261782,2,38.43,7/18/2022
282042,2,1.52,7/19/2022
275495,2,9.32,7/19/2022
261766,2,33.75,7/20/2022
281913,2,6.65,7/20/2022
266814,2,1.92,7/20/2022
265373,2,39.32,7/20/2022
281961,2,47.7,7/20/2022
262761,2,8.62,7/21/2022
261766,2,0.35,7/21/2022
276994,2,29.18,7/21/2022
261766,2,5.72,7/22/2022
261766,2,11.13,7/23/2022
278753,2,40.28,7/23/2022
266814,2,33.45,7/24/2022
274908,2,10.48,7/24/2022
281913,2,2.52,7/25/2022
282533,2,9.02,7/25/2022
278753,2,64.42,7/25/2022
280218,2,29.65,7/25/2022
280427,2,0.18,7/25/2022
275050,2,14.42,7/25/2022
280218,2,49.32,7/26/2022
280249,2,26.12,7/26/2022
261766,2,25.97,7/26/2022
279422,2,10.8,7/26/2022
263656,2,23.72,7/27/2022
280249,2,41.03,7/28/2022
274050,2,23.42,7/28/2022
275050,2,7.9,7/28/2022
280249,2,63.63,7/29/2022
274996,2,93.43,7/29/2022
282961,2,0.9,7/29/2022
261019,2,8.07,7/29/2022
274000,2,0.87,7/30/2022
261019,2,126.97,7/30/2022
283149,2,11.48,7/30/2022
283149,2,14.37,7/31/2022
266814,2,7.4,7/31/2022
274000,2,5.93,7/31/2022
262784,2,22.27,7/31/2022
277012,2,82.5,7/31/2022
270738,2,35.68,7/31/2022
261766,2,64.98,7/31/2022
280249,2,38.57,7/31/2022
261019,2,0.08,7/31/2022
283243,2,0.07,7/31/2022
266512,2,4.87,7/31/2022
282838,2,4.97,7/31/2022
274996,2,59.67,8/1/2022
261766,2,9.78,8/1/2022
282794,2,6.42,8/1/2022
261019,2,0.1,8/1/2022
276135,2,0.6,8/1/2022
282028,2,0.05,8/2/2022
282838,2,61.17,8/2/2022
283520,2,5.77,8/2/2022
283550,2,4.6,8/2/2022
279409,2,0.65,8/2/2022
280548,2,7.63,8/2/2022
273671,2,6.2,8/2/2022
282838,2,10.08,8/3/2022
282838,2,34.6,8/4/2022
283813,2,2.07,8/4/2022
283851,2,23.6,8/4/2022
283086,2,0.5,8/4/2022
279409,2,23.8,8/4/2022
274050,2,21.15,8/4/2022
283915,2,0.6,8/4/2022
283149,2,0.05,8/4/2022
283612,2,18.75,8/4/2022
282838,2,4.35,8/5/2022
283940,2,5.73,8/5/2022
283005,2,60.47,8/5/2022
283239,2,1.1,8/5/2022
274552,2,0.27,8/5/2022
265056,2,0.1,8/6/2022
274000,2,19.32,8/6/2022
283239,2,4.55,8/6/2022
282838,2,14.4,8/6/2022
276158,2,0.78,8/7/2022
279409,2,23.95,8/7/2022
282838,2,86.95,8/7/2022
283452,2,1.53,8/7/2022
280114,2,0.9,8/7/2022
274861,2,20.72,8/7/2022
284305,2,0.12,8/7/2022
272977,2,12.3,8/8/2022
279409,2,20.82,8/8/2022
268011,2,32.67,8/8/2022
281107,2,26.42,8/8/2022
274861,2,7.93,8/8/2022
272977,2,109.1,8/9/2022
274861,2,43.1,8/9/2022
284522,2,0.55,8/9/2022
279409,2,9.28,8/9/2022
274552,2,18.75,8/9/2022
284605,2,0.07,8/9/2022
275126,2,10.27,8/10/2022
274861,2,65.8,8/10/2022
282371,2,6.38,8/10/2022
282977,2,28.17,8/11/2022
274050,2,107.17,8/11/2022
284951,2,1.33,8/11/2022
274861,2,8.9,8/11/2022
283612,2,7.25,8/11/2022
264097,2,0.3,8/12/2022
282977,2,20.93,8/12/2022
280963,2,9.8,8/12/2022
285167,2,2.2,8/12/2022
285213,2,0.05,8/13/2022
282977,2,52.77,8/13/2022
285272,2,0.52,8/13/2022
274209,2,29.3,8/13/2022
285303,2,3.35,8/13/2022
285233,2,23.75,8/13/2022
283612,2,1.3,8/13/2022
285325,2,0.25,8/13/2022
259174,2,54.1,8/14/2022
284400,2,1.12,8/14/2022
277562,2,14.02,8/14/2022
274861,2,3.28,8/15/2022
284400,2,0.17,8/15/2022
285512,2,5.42,8/15/2022
285537,2,157.07,8/15/2022
285427,2,0.67,8/15/2022
280685,2,94.17,8/15/2022
285623,2,10.4,8/15/2022
285743,2,0.45,8/15/2022
274098,2,0.08,8/15/2022
285325,2,6.65,8/15/2022
278463,2,6.47,8/15/2022
275834,2,38.68,8/15/2022
285929,2,0.07,8/15/2022
263441,2,79.3,8/15/2022
285667,2,0.8,8/15/2022
266454,2,6,8/15/2022
273096,2,1.68,8/15/2022
259174,2,26.07,8/15/2022
286069,2,0.93,8/15/2022
286113,2,1.17,8/15/2022
284990,2,0.13,8/15/2022
283166,2,0.75,8/15/2022
285392,2,14.28,8/15/2022
285392,2,16.77,8/16/2022
259174,2,43.48,8/16/2022
268485,2,31.52,8/16/2022
283166,2,4.22,8/16/2022
281084,2,66.52,8/16/2022
286113,2,94.97,8/16/2022
286272,2,0.72,8/16/2022
277886,2,0.07,8/16/2022
286194,2,0.08,8/16/2022
286466,2,38.62,8/16/2022
285288,2,0.3,8/16/2022
286007,2,10.85,8/16/2022
286590,2,0.55,8/16/2022
286399,2,0.05,8/16/2022
266532,2,2.27,8/16/2022
286712,2,0.72,8/17/2022
283855,2,30.05,8/17/2022
283550,2,0.13,8/17/2022
273096,2,17.32,8/17/2022
286545,2,0.13,8/17/2022
286396,2,4.67,8/17/2022
286849,2,80.13,8/17/2022
286608,2,87.33,8/17/2022
286405,2,26.15,8/17/2022
286883,2,69.65,8/17/2022
286876,2,31.72,8/17/2022
277306,2,0.5,8/17/2022
286699,2,1.5,8/17/2022
286007,2,3.17,8/17/2022
286922,2,0.05,8/17/2022
284001,2,32.02,8/17/2022
286458,2,0.55,8/17/2022
284880,2,0.27,8/17/2022
284790,2,35.02,8/17/2022
271648,2,4.22,8/17/2022
286973,2,0.18,8/17/2022
286755,2,0.05,8/18/2022
286973,2,156.48,8/18/2022
286883,2,17.1,8/18/2022
286271,2,37.17,8/18/2022
287009,2,13.38,8/18/2022
285989,2,72.38,8/18/2022
284790,2,73.77,8/18/2022
274050,2,0.13,8/18/2022
287061,2,1.68,8/18/2022
282803,2,41.95,8/18/2022
265415,2,31.63,8/18/2022
286928,2,9.52,8/18/2022
285670,2,0.28,8/18/2022
259174,2,18.75,8/19/2022
262784,2,50.45,8/19/2022
284371,2,14.23,8/19/2022
286884,2,0.87,8/19/2022
281609,2,20.65,8/19/2022
284288,2,6.43,8/19/2022
287315,2,11.88,8/20/2022
284371,2,34.28,8/20/2022
269314,2,0.5,8/20/2022
287441,2,3.18,8/21/2022
287458,2,0.63,8/21/2022
284288,2,29.5,8/21/2022
287463,2,26.37,8/21/2022
287113,2,18.7,8/21/2022
284438,2,11.43,8/21/2022
267064,2,56.78,8/21/2022
287506,2,2.98,8/21/2022
286928,2,15.35,8/21/2022
267064,2,52.55,8/22/2022
284438,2,72.65,8/22/2022
273671,2,101.9,8/22/2022
287637,2,5.9,8/22/2022
279722,2,10.45,8/23/2022
284438,2,44.05,8/23/2022
261714,2,55.48,8/23/2022
275045,2,101.38,8/24/2022
287805,2,14.27,8/24/2022
284438,2,56.25,8/24/2022
285397,2,100.38,8/24/2022
286824,2,29.73,8/24/2022
287929,2,6.13,8/24/2022
275126,2,2.83,8/24/2022
261714,2,59.65,8/25/2022
260971,2,4.62,8/25/2022
270738,2,26.28,8/25/2022
286928,2,1.48,8/25/2022
272991,2,26.17,8/25/2022
268883,2,13.72,8/25/2022
284400,2,0.9,8/26/2022
288148,2,1.52,8/26/2022
275126,2,29.87,8/26/2022
284743,2,0.23,8/26/2022
275158,2,0.63,8/27/2022
282594,2,1.22,8/27/2022
288294,2,0.95,8/27/2022
275126,2,68.22,8/27/2022
288378,2,0.48,8/28/2022
288425,2,0.22,8/28/2022
284438,2,13.33,8/28/2022
